"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q3",5.132128648,
"KOR","QGDP","TOT","PC_CHGPP","Q","1968-Q4",-1.706630201,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q1",5.110987142,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q2",3.452410594,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q3",8.061461678,
"KOR","QGDP","TOT","PC_CHGPP","Q","1969-Q4",2.010960349,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q1",-1.694379647,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q2",4.021110832,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.61861926,
"KOR","QGDP","TOT","PC_CHGPP","Q","1970-Q4",7.704463977,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.560985094,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q2",3.257423037,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q3",0.193234303,
"KOR","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.751014143,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.437411275,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.955504084,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.648226735,
"KOR","QGDP","TOT","PC_CHGPP","Q","1972-Q4",4.251313975,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.307410387,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q2",4.202215108,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q3",5.090241766,
"KOR","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.447179718,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q1",4.175234446,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q2",-0.263554358,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.56076644,
"KOR","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.341014777,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q1",1.414647153,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q2",4.708017469,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q3",2.857939982,
"KOR","QGDP","TOT","PC_CHGPP","Q","1975-Q4",3.085712348,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q1",2.888755135,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q2",4.80717592,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.940145549,
"KOR","QGDP","TOT","PC_CHGPP","Q","1976-Q4",1.124698181,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q1",1.000940879,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q2",5.073162158,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q3",6.0092059,
"KOR","QGDP","TOT","PC_CHGPP","Q","1977-Q4",3.768176164,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q1",-0.809499069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q2",3.082241658,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.859288012,
"KOR","QGDP","TOT","PC_CHGPP","Q","1978-Q4",4.797352379,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q1",4.486019937,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.755831526,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q3",-2.767723422,
"KOR","QGDP","TOT","PC_CHGPP","Q","1979-Q4",-1.518757047,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.886148261,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.539530976,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q3",1.892977664,
"KOR","QGDP","TOT","PC_CHGPP","Q","1980-Q4",-2.765761869,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q1",4.115111914,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q2",2.415542796,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q3",4.162809598,
"KOR","QGDP","TOT","PC_CHGPP","Q","1981-Q4",1.568787799,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.678619182,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q2",2.348344979,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q3",2.07400645,
"KOR","QGDP","TOT","PC_CHGPP","Q","1982-Q4",3.146901625,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q1",4.430468416,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q2",3.087699961,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q3",3.713597355,
"KOR","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.715888069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q1",4.381299676,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q2",2.506439485,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.363243714,
"KOR","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.486023902,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.810896317,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.408892709,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.137674121,
"KOR","QGDP","TOT","PC_CHGPP","Q","1985-Q4",3.048656647,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q1",1.925429551,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q2",3.897172975,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q3",4.317175112,
"KOR","QGDP","TOT","PC_CHGPP","Q","1986-Q4",1.559825819,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q1",3.211522029,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q2",4.953211831,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q3",0.975698471,
"KOR","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.035328587,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q1",7.703239327,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-2.1607374,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q3",3.145655266,
"KOR","QGDP","TOT","PC_CHGPP","Q","1988-Q4",3.254636181,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q1",0.043277553,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q2",1.460586398,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q3",2.564383464,
"KOR","QGDP","TOT","PC_CHGPP","Q","1989-Q4",4.129775627,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q1",1.01855052,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q2",2.23062202,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q3",3.232927558,
"KOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.033266271,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",3.750176278,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.661478045,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",2.145297059,
"KOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",2.503572026,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",1.780392603,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.701694982,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.067624061,
"KOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",1.560677644,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",1.990657829,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",2.565331673,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.843683328,
"KOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",1.913663988,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",2.916855703,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.631592096,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.682264141,
"KOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",3.93037174,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",2.090489418,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",2.021824591,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.075873115,
"KOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.870552316,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.908135199,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",2.020152462,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",1.758931416,
"KOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.691579214,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",0.46806387,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",3.550552773,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.791744376,
"KOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",-0.455994331,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",-6.818021985,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.807932069,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.747151805,
"KOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",2.496049822,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",3.03463255,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",4.383164849,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.781170984,
"KOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",2.886255375,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.895051738,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.332510215,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",2.754591172,
"KOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",-0.324457972,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.225554801,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",1.298881026,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.350193624,
"KOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",1.762585517,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.544481592,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",1.812135416,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",2.021812956,
"KOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.097353992,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",-0.659159835,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.154146863,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.932669509,
"KOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",2.639479586,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.254800591,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.763499369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.405586129,
"KOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.757933774,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.850903369,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.887062862,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.505330894,
"KOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.012498967,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.639082624,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.730602028,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.613954951,
"KOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.779357615,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.674043596,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.730290857,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.173831453,
"KOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",2.156948555,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.402394858,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.523473003,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",0.815881043,
"KOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.283889347,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",0.089986722,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",1.332777638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",2.992674785,
"KOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.746867545,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.959076739,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.899801372,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.15521508,
"KOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.219318711,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.933130719,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.490791061,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.526323638,
"KOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.472298068,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.8765106,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.563545488,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.43279333,
"KOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.504488573,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.88172649,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.176438489,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.857539187,
"KOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.786865809,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.953416381,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.850183714,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.307228277,
"KOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.447209112,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.85708663,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.407245134,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.46899908,
"KOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.720414295,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.285961789,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.126821795,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.443509971,
"KOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.76271622,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.816715577,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.691752418,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.46497131,
"KOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.074981114,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.066269651,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.615519517,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.577084666,
"KOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.865439871,
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.339694341,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.014142649,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.375455057,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.311630082,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.281701518,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-3.153851888,"P"
"KOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",1.930839008,"P"
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q2",1.070503266,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q3",1.384107861,
"OECD","QGDP","TOT","PC_CHGPP","Q","1962-Q4",0.700353983,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q1",0.361691466,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q2",2.374652308,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q3",2.232072421,
"OECD","QGDP","TOT","PC_CHGPP","Q","1963-Q4",1.297556629,
"OECD","QGDP","TOT","PC_CHGPP","Q","1964-Q1",1.825055442,
"OECD","QGDP","TOT","PC_CHGPP","Q","1964-Q2",1.232993095,
"OECD","QGDP","TOT","PC_CHGPP","Q","1964-Q3",1.222495214,
"OECD","QGDP","TOT","PC_CHGPP","Q","1964-Q4",0.814219793,
"OECD","QGDP","TOT","PC_CHGPP","Q","1965-Q1",1.628617811,
"OECD","QGDP","TOT","PC_CHGPP","Q","1965-Q2",1.17978192,
"OECD","QGDP","TOT","PC_CHGPP","Q","1965-Q3",1.574068964,
"OECD","QGDP","TOT","PC_CHGPP","Q","1965-Q4",1.696548502,
"OECD","QGDP","TOT","PC_CHGPP","Q","1966-Q1",1.655604875,
"OECD","QGDP","TOT","PC_CHGPP","Q","1966-Q2",1.264063776,
"OECD","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.019709179,
"OECD","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.624035145,
"OECD","QGDP","TOT","PC_CHGPP","Q","1967-Q1",1.098956275,
"OECD","QGDP","TOT","PC_CHGPP","Q","1967-Q2",0.759173767,
"OECD","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.31906018,
"OECD","QGDP","TOT","PC_CHGPP","Q","1967-Q4",1.030295844,
"OECD","QGDP","TOT","PC_CHGPP","Q","1968-Q1",1.883161493,
"OECD","QGDP","TOT","PC_CHGPP","Q","1968-Q2",1.14287728,
"OECD","QGDP","TOT","PC_CHGPP","Q","1968-Q3",2.00510031,
"OECD","QGDP","TOT","PC_CHGPP","Q","1968-Q4",1.555295387,
"OECD","QGDP","TOT","PC_CHGPP","Q","1969-Q1",1.312814997,
"OECD","QGDP","TOT","PC_CHGPP","Q","1969-Q2",1.171774697,
"OECD","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.305025812,
"OECD","QGDP","TOT","PC_CHGPP","Q","1969-Q4",0.689512095,
"OECD","QGDP","TOT","PC_CHGPP","Q","1970-Q1",0.827211122,
"OECD","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.196863419,
"OECD","QGDP","TOT","PC_CHGPP","Q","1970-Q3",1.355674492,
"OECD","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.071615828,
"OECD","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.897769637,
"OECD","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.216860028,
"OECD","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.33982686,
"OECD","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.528504519,
"OECD","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.531703641,
"OECD","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.797202915,
"OECD","QGDP","TOT","PC_CHGPP","Q","1972-Q3",1.280517319,
"OECD","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.753456175,
"OECD","QGDP","TOT","PC_CHGPP","Q","1973-Q1",2.3264594,
"OECD","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.102401908,
"OECD","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.366562206,
"OECD","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.136015659,
"OECD","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-0.427143837,
"OECD","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.464732836,
"OECD","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.018009004,
"OECD","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.613788107,
"OECD","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.525130262,
"OECD","QGDP","TOT","PC_CHGPP","Q","1975-Q2",0.530691849,
"OECD","QGDP","TOT","PC_CHGPP","Q","1975-Q3",1.100627133,
"OECD","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.371555179,
"OECD","QGDP","TOT","PC_CHGPP","Q","1976-Q1",1.641808033,
"OECD","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.026915115,
"OECD","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.884805497,
"OECD","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.950775402,
"OECD","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.906388015,
"OECD","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.876881266,
"OECD","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.92374744,
"OECD","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.811778206,
"OECD","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.800053275,
"OECD","QGDP","TOT","PC_CHGPP","Q","1978-Q2",1.985835466,
"OECD","QGDP","TOT","PC_CHGPP","Q","1978-Q3",0.902802923,
"OECD","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.31301865,
"OECD","QGDP","TOT","PC_CHGPP","Q","1979-Q1",0.582695798,
"OECD","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.225925577,
"OECD","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.486555795,
"OECD","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.678339337,
"OECD","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.577422604,
"OECD","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-1.054805295,
"OECD","QGDP","TOT","PC_CHGPP","Q","1980-Q3",0.287961641,
"OECD","QGDP","TOT","PC_CHGPP","Q","1980-Q4",1.160918546,
"OECD","QGDP","TOT","PC_CHGPP","Q","1981-Q1",1.056924688,
"OECD","QGDP","TOT","PC_CHGPP","Q","1981-Q2",0.205976143,
"OECD","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.650846054,
"OECD","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.068759994,
"OECD","QGDP","TOT","PC_CHGPP","Q","1982-Q1",-0.300227515,
"OECD","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.248819525,
"OECD","QGDP","TOT","PC_CHGPP","Q","1982-Q3",-0.150993279,
"OECD","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.197385806,
"OECD","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.804121522,
"OECD","QGDP","TOT","PC_CHGPP","Q","1983-Q2",1.111533497,
"OECD","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.323908351,
"OECD","QGDP","TOT","PC_CHGPP","Q","1983-Q4",1.426153322,
"OECD","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.457096044,
"OECD","QGDP","TOT","PC_CHGPP","Q","1984-Q2",0.66670441,
"OECD","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.217513281,
"OECD","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.642378471,
"OECD","QGDP","TOT","PC_CHGPP","Q","1985-Q1",0.97130056,
"OECD","QGDP","TOT","PC_CHGPP","Q","1985-Q2",1.070197031,
"OECD","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.155520695,
"OECD","QGDP","TOT","PC_CHGPP","Q","1985-Q4",0.816129903,
"OECD","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.450072031,
"OECD","QGDP","TOT","PC_CHGPP","Q","1986-Q2",0.641459793,
"OECD","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.680420712,
"OECD","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.604701214,
"OECD","QGDP","TOT","PC_CHGPP","Q","1987-Q1",0.328885056,
"OECD","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.631687297,
"OECD","QGDP","TOT","PC_CHGPP","Q","1987-Q3",1.110038561,
"OECD","QGDP","TOT","PC_CHGPP","Q","1987-Q4",1.813800148,
"OECD","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.831268782,
